,age,income,class,response,segment,events
699,21,59.14674436726117,0,1,1,4
700,45,73.49962466027173,0,0,0,2
701,40,305.209746838616,2,1,2,3
702,67,246.28117595110032,2,1,2,1
703,54,146.72792952837838,1,0,1,1
704,73,165.76939528673478,1,1,2,5
705,29,147.81945376411608,0,1,1,2
706,63,103.7397246183651,0,0,0,6
707,61,83.99531452482793,0,1,1,5
708,46,69.30849274363774,0,1,1,1
709,50,73.21566769058654,0,0,0,4
710,70,222.71523212325818,2,0,1,2
711,26,42.97482957725561,0,1,1,5
712,56,96.97381497897396,1,0,1,4
713,27,178.94598727709237,0,1,1,2
714,74,104.06837846177694,0,0,0,5
715,53,101.19634345501613,1,0,1,3
716,61,299.4463479810676,2,0,1,5
717,27,170.41134683012,0,1,1,1
718,22,43.029163292263775,0,0,0,5
719,51,246.52257759851346,2,0,1,2
720,28,238.4341726790708,1,1,2,1
721,55,76.13849545862453,1,1,2,2
722,69,114.82638136103392,0,1,1,1
723,40,95.04376510556848,0,1,1,5
724,53,168.33385333198146,2,0,1,2
725,19,91.58067654975231,0,1,1,4
726,33,41.512544648766365,0,0,0,1
727,68,151.4581817293011,1,0,1,4
728,32,60.585398748393985,0,1,1,3
729,70,183.4139548556055,1,1,2,3
730,54,64.45648444936569,0,1,1,2
731,24,67.74102389091985,0,0,0,2
732,57,117.65981804820939,1,0,1,1
733,22,181.69322548245174,0,0,0,3
734,44,151.2647538345878,1,0,1,3
735,22,111.05010149834251,0,1,1,4
736,53,57.33716297185589,0,0,0,1
737,64,225.89425824441668,2,1,2,2
738,16,243.4123853096143,1,1,2,3
739,68,99.80034231632024,0,1,1,3
740,32,113.48030503139657,0,0,0,3
741,52,181.20780777573478,2,0,1,3
742,30,194.95662383100813,1,1,2,4
743,16,106.86960434590581,0,0,0,3
744,42,301.34946751747844,2,1,2,5
745,50,135.7673068561416,1,0,1,5
746,20,128.34297993422467,0,0,0,1
747,18,95.6158965740774,0,1,1,1
748,70,79.75461600826024,0,0,0,4
749,21,34.885796641148836,0,1,1,2
750,65,148.0355592351737,0,1,1,3
751,69,99.30775667586079,0,1,1,3
752,47,141.08461395999308,0,0,0,0
753,30,98.87673051243006,0,0,0,2
754,37,178.8743832171741,1,0,1,5
755,49,80.11230252077101,0,1,1,1
756,45,57.00531293785333,0,1,1,1
757,63,157.89976618133065,1,1,2,1
758,67,116.19811992928595,0,1,1,6
759,45,142.60079730323858,0,0,0,5
760,21,116.84113280287566,0,1,1,3
761,61,141.95700526219045,0,1,1,2
762,32,90.09441738785304,0,1,1,3
763,22,126.8674153777308,0,1,1,2
764,18,149.28375682750712,0,0,0,1
765,31,57.49440066950445,0,1,1,3
766,30,44.09958936836332,0,1,1,5
767,61,162.25136082016337,1,0,1,6
768,48,222.36614366844637,1,0,1,5
769,23,79.37352863224683,0,0,0,4
770,46,64.28019328400615,0,0,0,4
771,65,157.50418513220484,1,1,2,3
772,35,184.488464123762,1,1,2,0
773,74,112.57949429263171,0,1,1,5
774,43,122.38291721781482,0,1,1,0
775,32,198.2247599897623,1,1,2,2
776,55,130.65462600816568,1,1,2,3
777,57,186.23319440543347,2,1,2,6
778,69,127.19222166084926,0,0,0,2
779,23,100.37606106415907,0,0,0,5
780,52,220.3766174926196,2,1,2,5
781,19,84.95009857426165,0,0,0,3
782,47,176.5123919812834,1,0,1,1
783,21,139.93094231673834,0,1,1,2
784,53,231.8433520668939,2,1,2,4
785,18,122.18624462014793,0,1,1,1
786,70,158.14554716539337,1,0,1,6
787,65,134.19435807346252,0,0,0,6
788,61,116.22024762428416,0,1,1,3
789,31,117.86060173947416,0,1,1,6
790,52,162.29531693872337,2,1,2,5
791,61,85.64238593093165,0,0,0,3
792,74,108.85962749376354,0,0,0,5
793,22,231.99268608164843,1,0,1,5
794,63,114.18303837178203,0,1,1,3
795,71,151.96505662033078,1,0,1,1
796,56,93.96335351382376,1,1,2,3
797,60,76.03953749824012,0,1,1,2
798,46,178.18413358217867,1,0,1,6
799,28,45.58900909094329,0,1,1,5
800,70,79.79661681236134,0,0,0,2
801,31,43.54842965577781,0,0,0,3
802,42,82.33454631750863,0,1,1,1
803,33,90.99554564791802,0,0,0,2
804,59,203.26862869539426,2,0,1,4
805,41,126.84976886853428,0,1,1,5
806,17,247.85305461248166,1,0,1,1
807,36,87.15038336773243,0,0,0,1
808,25,160.84533409338715,0,1,1,3
809,42,80.55515682612916,0,1,1,6
810,56,176.47686191952306,2,1,2,5
811,24,158.59786446236745,0,0,0,5
812,72,147.62415109987535,0,0,0,1
813,53,120.95741307752104,1,1,2,6
814,51,114.698151272171,1,0,1,2
815,61,235.99548134211798,2,1,2,1
816,33,74.5178241429828,0,1,1,6
817,67,125.00573895022379,0,0,0,5
818,37,85.37681045534745,0,0,0,2
819,54,59.34402869500357,0,0,0,2
820,35,174.68766410610567,1,1,2,4
821,72,272.713132376384,2,0,1,6
822,33,102.68625516626338,0,0,0,5
823,55,95.00407259870381,1,0,1,6
824,20,44.973234585721265,0,0,0,4
825,47,173.79564149581864,1,1,2,3
826,60,149.3319695428737,0,0,0,6
827,28,42.491355467532486,0,1,1,0
828,22,55.851463800776514,0,1,1,5
829,63,301.7804836744149,2,1,2,3
830,40,59.27244862293656,0,1,1,5
831,68,105.39908772733422,0,0,0,4
832,60,78.3019324308671,0,1,1,0
833,26,102.20494801590553,0,0,0,5
834,40,59.61176116951691,0,1,1,3
835,69,128.29009114979192,0,1,1,2
836,68,211.68569821489996,2,1,2,4
837,31,150.43694953870525,1,0,1,3
838,67,212.72236723526743,2,1,2,5
839,50,392.1374572052496,2,0,1,3
840,24,96.81072043781035,0,1,1,3
841,40,60.362972587457506,0,1,1,0
842,55,125.26893729472343,1,1,2,3
843,48,183.4145467476751,1,0,1,0
844,57,176.71583969276176,2,1,2,1
845,63,123.53942255170881,0,1,1,3
846,51,86.79295514392894,1,1,2,3
847,65,110.09253438280055,0,1,1,3
848,64,93.02113981266575,0,1,1,5
849,21,74.95646919585911,0,1,1,6
850,39,111.62653000467851,0,1,1,3
851,74,97.77829997419616,0,1,1,5
852,37,214.69169199712863,1,1,2,2
853,54,118.31758492153571,1,1,2,1
854,43,97.30132205427874,0,1,1,1
855,71,90.71519481115024,0,1,1,2
856,48,56.36288338178816,0,0,0,1
857,45,106.79588367699053,0,1,1,3
858,47,109.15772576236316,0,0,0,2
859,42,120.34619410615474,0,1,1,5
860,26,119.70116171871126,0,0,0,1
861,31,42.784866374379845,0,0,0,6
862,39,209.8100881433991,1,0,1,1
863,23,285.8192487930022,1,1,2,2
864,47,139.85651656519957,0,0,0,3
865,71,103.14895322502565,0,1,1,4
866,49,94.23150033567894,0,0,0,6
867,39,118.48145978600292,0,1,1,2
868,59,78.84941416076758,1,0,1,6
869,19,36.349867205628485,0,1,1,3
870,47,107.23008567170919,0,0,0,1
871,61,73.53824030161297,0,1,1,1
872,71,206.35566666304223,2,0,1,4
873,39,78.95629215951662,0,0,0,5
874,38,113.13874363517506,0,0,0,1
875,26,53.884717963629164,0,0,0,5
876,42,108.18800480204334,0,0,0,1
877,26,133.07363506749005,0,0,0,5
878,30,180.7906319117251,1,1,2,4
879,18,86.10739208238958,0,0,0,4
880,53,75.00267878348414,1,0,1,2
881,36,47.688150395487554,0,1,1,6
882,69,172.3489487554184,1,0,1,6
883,65,214.5579820875107,2,1,2,3
884,46,57.634210413151074,0,0,0,4
885,67,193.99419419076656,1,1,2,1
886,72,126.99750317121631,0,0,0,4
887,26,173.27864428228716,0,0,0,5
888,46,173.44958784005505,1,1,2,3
889,48,129.31619385207247,0,1,1,1
890,26,80.16381512545493,0,1,1,4
891,32,98.86053514373083,0,1,1,1
892,55,272.43378315321854,2,0,1,3
893,18,29.234172779273884,0,0,0,5
894,65,218.25437924073432,2,1,2,6
895,26,193.4441026109776,0,1,1,5
896,28,191.03229319857812,0,0,0,1
897,67,73.8065789131175,0,1,1,3
898,22,57.48053385981973,0,0,0,1
899,50,202.41545968294378,2,0,1,4
900,62,89.03503227139423,0,0,0,4
901,22,178.2842355571636,0,0,0,6
902,34,107.11328802746533,0,1,1,3
903,30,59.34557817767201,0,1,1,3
904,49,195.01467094946685,1,0,1,5
905,44,45.833447906157595,0,0,0,1
906,62,123.83634363692997,0,0,0,4
907,51,95.43010964577417,1,1,2,6
908,19,198.43730919534227,0,1,1,5
909,19,222.72646933189742,1,1,2,2
910,19,62.17236259298097,0,1,1,3
911,59,184.02245223746527,2,0,1,2
912,49,68.06124640060479,0,0,0,1
913,64,73.29389860340851,0,0,0,6
914,63,97.59770200689437,0,1,1,3
915,72,75.51555376216291,0,0,0,1
916,25,51.895010783642775,0,1,1,4
917,59,66.82037546639425,0,0,0,2
918,20,285.42516619988913,1,0,1,4
919,37,175.31918510148148,1,1,2,3
920,42,158.7850294779138,1,1,2,6
921,30,86.87949776822984,0,1,1,2
922,20,214.68671144404206,1,0,1,5
923,70,206.85390435546088,2,0,1,2
924,57,93.09048068299046,1,0,1,0
925,46,116.95242177588239,0,0,0,4
926,20,114.78134119540033,0,1,1,4
927,72,155.09493079002854,1,0,1,4
928,65,274.5654012137617,2,1,2,6
929,60,88.47032576617511,0,0,0,4
930,57,164.11641927477095,2,0,1,4
931,25,61.11568683762388,0,1,1,4
932,60,94.31840117614294,0,1,1,0
933,66,130.12870240835167,0,1,1,3
934,65,80.43121522426428,0,1,1,1
935,39,114.31416242095494,0,1,1,2
936,56,238.81055580817102,2,1,2,1
937,43,85.72257133229536,0,1,1,6
938,55,119.47159372407381,1,1,2,1
939,64,234.1773391937203,2,1,2,5
940,46,68.01521519408908,0,0,0,5
941,54,106.61468040758675,1,1,2,5
942,30,42.49196342804243,0,1,1,5
943,30,51.05976353830017,0,1,1,4
944,40,166.15426041399746,1,0,1,4
945,61,63.61524323293652,0,1,1,2
946,42,133.36416861381937,0,1,1,3
947,56,59.69053784775198,0,0,0,5
948,73,87.86610641287446,0,0,0,6
949,48,98.29447733281953,0,1,1,3
950,68,127.19474044727778,0,1,1,5
951,41,210.77159363688466,1,0,1,1
952,41,165.94457103992517,1,0,1,5
953,50,278.37602008172763,2,1,2,4
954,31,49.00207298009873,0,0,0,5
955,34,153.19233310314533,1,1,2,6
956,36,38.49820446565492,0,1,1,4
957,44,110.63195564051281,0,0,0,4
958,53,123.71825801663248,1,1,2,1
959,74,220.14262144629572,2,0,1,5
960,66,168.84064871650932,1,1,2,4
961,61,140.01954409459205,0,0,0,2
962,44,171.02462348479747,1,1,2,2
963,58,166.23006305882652,2,1,2,0
964,46,282.3675676624158,2,1,2,3
965,44,154.02464230681645,1,1,2,6
966,57,300.5178365480631,2,1,2,5
967,17,31.456262804126034,0,0,0,4
968,41,200.606657539357,1,1,2,3
969,26,193.7128800805468,0,0,0,2
970,61,135.60817217515955,0,0,0,2
971,24,30.54977194914091,0,0,0,5
972,29,66.10644157703081,0,0,0,3
973,46,166.0778520796464,1,0,1,5
974,32,42.546599231311355,0,0,0,2
975,25,70.56110516052792,0,1,1,6
976,33,195.34968110802689,1,0,1,5
977,37,96.84456914598726,0,1,1,3
978,33,145.6793435587256,0,1,1,6
979,55,75.17245263906261,1,1,2,5
980,65,126.1759189899368,0,1,1,3
981,21,136.206683273867,0,0,0,1
982,17,204.8397264518145,1,0,1,6
983,30,209.35882873943538,1,1,2,3
984,36,63.02412283726795,0,0,0,1
985,66,110.5085277578176,0,1,1,3
986,52,70.96558614835067,0,0,0,2
987,74,164.0498595094753,1,1,2,1
988,74,257.7671772596376,2,0,1,4
989,58,303.358401528444,2,0,1,5
990,35,98.24853809086792,0,0,0,1
991,57,94.54173144022836,1,0,1,6
992,27,83.72293335171125,0,0,0,2
993,52,205.77021411671055,2,0,1,0
994,41,133.35575312085564,0,1,1,1
995,20,74.94672135684718,0,1,1,4
996,31,146.4135815607705,0,0,0,2
997,68,205.98405317339086,2,0,1,3
998,20,180.58607017717054,0,1,1,0
999,64,118.37282498919618,0,0,0,5
1000,39,60.939780898571016,0,1,1,5
1001,69,175.21053060512537,1,1,2,2
1002,32,77.06846363988846,0,0,0,0
1003,25,44.06058811125782,0,0,0,6
1004,42,172.6935278968366,1,0,1,1
1005,51,61.68240304272502,0,1,1,4
1006,69,194.2747403917272,1,0,1,2
1007,74,156.85265813597107,1,1,2,3
1008,18,169.91058237765,0,1,1,2
1009,26,93.51227327282562,0,0,0,6
1010,38,108.67776562211498,0,1,1,6
1011,16,161.30510903126674,0,0,0,4
1012,59,80.2651805893885,1,1,2,4
1013,29,165.28722993926547,0,1,1,5
1014,17,61.51168620023901,0,1,1,1
1015,58,152.20655498895334,2,0,1,2
1016,67,236.51733563607277,2,1,2,3
1017,19,50.97060737175752,0,1,1,1
1018,71,162.6750019113381,1,0,1,4
1019,53,122.86845721261284,1,0,1,4
1020,54,87.38620909105579,1,0,1,5
1021,72,90.45725851580383,0,1,1,2
1022,37,385.63058843500687,2,0,1,1
1023,56,147.0799427524102,1,1,2,2
1024,55,173.23650327092085,2,1,2,5
1025,68,273.1406524582608,2,0,1,5
1026,28,85.13077023845787,0,0,0,1
1027,70,98.65622776163903,0,0,0,4
1028,41,195.1157219883056,1,0,1,6
1029,46,88.58345838031798,0,0,0,2
1030,44,255.34594800589312,2,0,1,5
1031,21,45.490365275285455,0,1,1,3
1032,46,113.89200012157336,0,0,0,1
1033,48,59.98857076718744,0,1,1,3
1034,59,206.6615553227279,2,0,1,5
1035,36,64.3423051420699,0,1,1,1
1036,64,201.24909541123156,2,0,1,4
1037,64,86.77605534994538,0,0,0,1
1038,47,137.34283121145273,0,0,0,2
1039,70,237.5292898602526,2,1,2,0
1040,47,55.710789049843385,0,1,1,5
1041,35,147.23126809166166,0,0,0,4
1042,49,109.44075992356603,0,1,1,4
1043,40,143.76304759584505,0,0,0,1
1044,57,300.782108130333,2,1,2,6
1045,35,108.79303853375198,0,0,0,5
1046,45,83.99372420102621,0,1,1,4
1047,20,50.637285260103305,0,1,1,3
1048,68,177.98476477299465,1,1,2,5
1049,40,201.63840085985316,1,1,2,6
1050,26,44.835620473588776,0,0,0,6
1051,61,173.248273761498,1,1,2,2
1052,37,136.46561843216813,0,1,1,2
1053,46,79.53773869484107,0,1,1,1
1054,59,136.07098778116372,1,1,2,5
1055,45,163.70829069302113,1,1,2,2
1056,58,65.5418153924906,0,0,0,6
1057,30,32.24481153944467,0,1,1,2
1058,22,139.20974067542022,0,0,0,3
1059,67,178.28818900903508,1,1,2,3
1060,58,84.65290352033753,1,1,2,3
1061,27,127.89354583372051,0,0,0,5
1062,74,158.39092803167793,1,1,2,2
1063,52,55.41038199971376,0,1,1,1
1064,23,64.68239951351887,0,1,1,2
1065,67,81.94443377503751,0,0,0,2
1066,70,181.07160619077683,1,1,2,4
1067,41,171.36637481647546,1,0,1,4
1068,71,244.02141814766242,2,0,1,3
1069,62,108.94230438845877,0,0,0,6
1070,61,142.89919318970115,0,1,1,2
1071,27,60.708258412447464,0,1,1,2
1072,31,66.73179207267655,0,1,1,5
1073,53,106.74792657646259,1,1,2,3
1074,69,126.75335137005824,0,0,0,6
1075,57,64.28050071406831,0,0,0,0
1076,55,82.98436886202101,1,1,2,3
1077,27,47.02820868718334,0,1,1,6
1078,68,136.0860836641982,0,1,1,0
1079,37,150.33575741108737,1,1,2,3
1080,40,226.04217513623632,1,0,1,3
1081,54,65.44681521541298,0,1,1,4
1082,30,74.79008492269028,0,1,1,6
1083,49,89.41073345094621,0,1,1,3
1084,32,173.06015738094698,1,1,2,3
1085,35,111.97031327770527,0,0,0,3
1086,62,90.44347614881823,0,0,0,4
1087,39,222.52354444186525,1,0,1,3
1088,39,235.4213371449601,1,0,1,1
1089,65,136.84477564893962,0,1,1,4
1090,20,227.64721914703733,1,1,2,1
1091,30,105.53196129295013,0,1,1,6
1092,42,43.139849479572504,0,1,1,6
1093,33,99.14429020601835,0,1,1,2
1094,60,66.86423843453504,0,1,1,3
1095,55,187.78389714856849,2,1,2,1
1096,17,80.38544230140066,0,0,0,5
1097,44,123.7463763314815,0,1,1,6
1098,19,24.7864938022482,0,0,0,5
1099,19,21.67427610396125,0,0,0,4
1100,53,72.38198894424379,0,1,1,5
1101,55,189.72182223072036,2,1,2,4
1102,25,178.87548805627307,0,1,1,5
1103,33,95.23798130238474,0,0,0,4
1104,33,56.12423185784009,0,0,0,2
1105,50,146.49464464449414,1,0,1,2
1106,49,257.98733167695457,2,0,1,4
1107,69,286.9826960589874,2,1,2,4
1108,71,104.73398502293202,0,1,1,1
1109,72,238.66333131842134,2,1,2,3
1110,71,194.9271232344653,1,1,2,3
1111,46,146.1575813604604,0,1,1,5
1112,20,163.16002309467163,0,0,0,2
1113,53,118.39543387568722,1,1,2,5
1114,22,123.54624001007194,0,1,1,6
1115,57,107.28042010360394,1,0,1,2
1116,71,108.87575289551523,0,0,0,4
1117,45,234.16985562715053,1,0,1,1
1118,56,168.93423128165816,2,0,1,6
1119,35,56.321792996281104,0,0,0,2
1120,60,117.15370271469868,0,0,0,3
1121,26,102.47379160422075,0,1,1,3
1122,17,94.75547466973795,0,0,0,1
1123,19,103.75865264140054,0,1,1,2
1124,63,170.27947174396917,1,0,1,4
1125,23,73.4110004314309,0,0,0,4
1126,72,133.6964220537971,0,1,1,5
1127,31,38.449488206053715,0,1,1,5
1128,46,135.07101302039132,0,1,1,5
1129,25,84.54083117167201,0,1,1,3
1130,54,184.05591769361507,2,0,1,3
1131,46,93.40899830092638,0,1,1,2
1132,45,139.39039785092055,0,0,0,2
1133,67,91.49733893050731,0,1,1,2
1134,18,115.73745468548124,0,1,1,3
1135,74,123.68662148057035,0,1,1,4
1136,44,172.04348140945822,1,0,1,6
1137,58,200.16379882939532,2,0,1,4
1138,56,128.41031075445687,1,1,2,4
1139,73,246.2793730490614,2,0,1,2
1140,24,82.95973384138773,0,0,0,2
1141,20,159.0836813951219,0,0,0,5
1142,66,66.86688904242159,0,0,0,2
1143,56,90.70257975182923,1,0,1,6
1144,59,112.05960700381503,1,0,1,6
1145,37,130.080453786602,0,0,0,3
1146,67,134.441578246085,0,1,1,1
1147,70,96.61648622752179,0,1,1,5
1148,64,200.15893528676412,2,0,1,1
1149,59,98.24727953188035,1,0,1,4
1150,56,100.8601459718137,1,0,1,1
1151,61,164.39361856538943,1,0,1,2
1152,40,172.59389163230213,1,1,2,3
1153,19,78.5671459670307,0,1,1,1
1154,58,182.2371619371626,2,1,2,1
1155,35,152.23567758237522,1,1,2,5
1156,45,50.07427800298396,0,0,0,3
1157,62,126.02192306549273,0,0,0,2
1158,24,112.79324937267877,0,0,0,2
1159,50,107.15232783950415,1,0,1,5
1160,70,95.85906084219356,0,0,0,3
1161,16,34.51313339087775,0,1,1,3
1162,66,268.4847490487072,2,1,2,5
1163,23,61.819776126339534,0,0,0,2
1164,36,196.37021149064145,1,1,2,2
1165,19,144.0894264037082,0,1,1,4
1166,64,267.46390281049355,2,1,2,5
1167,46,135.09868427196153,0,0,0,1
1168,68,120.41124797051509,0,1,1,3
1169,35,370.83681368283806,2,1,2,2
1170,48,59.96448186615469,0,1,1,3
1171,66,227.49177823719816,2,1,2,4
1172,66,69.46587638243457,0,0,0,2
1173,38,171.83327747920407,1,1,2,2
1174,56,76.80230812245387,1,1,2,5
1175,30,92.45136361202556,0,1,1,3
1176,23,145.49993811352482,0,0,0,5
1177,44,54.66963751030322,0,1,1,5
1178,32,48.56808957719171,0,0,0,2
1179,60,112.6436688304365,0,0,0,6
1180,58,100.16872497538562,1,0,1,4
1181,22,29.724865574972842,0,0,0,3
1182,35,249.3613138842206,1,1,2,3
1183,51,78.55687850880341,1,1,2,6
1184,68,246.52598605382505,2,1,2,0
1185,63,126.32231288604626,0,0,0,1
1186,25,151.37294382418463,0,1,1,4
1187,25,117.05650507112617,0,1,1,1
1188,64,138.55344895583076,0,0,0,0
1189,23,59.500645194325614,0,1,1,2
1190,57,303.44632558285275,2,0,1,6
1191,32,174.64637170224165,1,1,2,2
1192,72,128.10855205936906,0,0,0,0
1193,71,136.77901572371638,0,1,1,2
1194,24,49.19798277471969,0,0,0,3
1195,65,79.7051942605601,0,1,1,5
1196,29,215.90766326196749,1,0,1,1
1197,74,271.1269678500896,2,1,2,3
1198,55,61.746677308150254,0,1,1,5
1199,57,103.47691343577257,1,0,1,4
1200,68,110.67791480777805,0,0,0,4
1201,22,52.90495825962025,0,1,1,5
1202,38,176.8860663963511,1,0,1,4
1203,33,176.40402229438808,1,0,1,5
1204,37,49.92634596409389,0,1,1,6
1205,63,154.85239607046998,1,0,1,6
1206,41,138.9888263703121,0,1,1,6
1207,65,123.44925955019671,0,0,0,5
1208,45,98.0651668832529,0,1,1,2
1209,60,150.1360244916442,1,0,1,2
1210,21,74.66126558259977,0,0,0,2
1211,72,86.88589024212139,0,1,1,5
1212,32,99.79091449558378,0,0,0,5
1213,46,62.39163982971172,0,1,1,4
1214,67,172.04618987923647,1,1,2,1
1215,19,118.76180256380178,0,1,1,3
1216,66,124.12099694336098,0,0,0,3
1217,24,142.46213124029236,0,1,1,3
1218,44,157.9791011778987,1,0,1,1
1219,34,48.820996628355324,0,1,1,2
1220,62,80.5401822265129,0,0,0,4
1221,74,190.3059715783843,1,0,1,5
1222,57,209.3266264906719,2,1,2,4
1223,56,129.57528408159112,1,0,1,5
1224,72,281.5066905944806,2,0,1,4
1225,46,50.5152961885488,0,0,0,4
1226,58,94.6126636837421,1,1,2,1
1227,23,27.80213029000528,0,0,0,3
1228,52,141.3336637227764,1,1,2,4
1229,45,89.28947055697634,0,1,1,5
1230,61,103.76640392499411,0,0,0,0
1231,41,164.25099031040241,1,0,1,1
1232,46,226.09922735893082,1,1,2,1
1233,21,114.89928822945711,0,0,0,1
1234,43,142.85694749106884,0,1,1,3
1235,70,115.11381198824749,0,1,1,1
1236,33,57.28261975665565,0,1,1,4
1237,30,69.7415931362587,0,0,0,5
1238,40,168.29873056207748,1,0,1,5
1239,29,42.58625369231762,0,0,0,1
1240,24,115.79014171842978,0,0,0,5
1241,18,24.763194508470512,0,0,0,1
1242,72,92.54758420802952,0,1,1,2
1243,32,69.36634408913727,0,0,0,5
1244,49,280.5452630242496,2,0,1,1
1245,25,121.98505824645665,0,0,0,2
1246,21,34.558875834719586,0,1,1,1
1247,59,234.23288342968652,2,0,1,3
1248,48,96.85097936513232,0,1,1,3
1249,65,76.79818020079988,0,1,1,2
1250,45,71.41986969520778,0,0,0,4
1251,53,129.32545877790844,1,1,2,5
1252,26,49.28424590770937,0,1,1,1
1253,61,86.78951486301742,0,0,0,5
1254,60,205.45690271270402,2,0,1,1
1255,36,91.49398502252137,0,0,0,4
1256,22,99.28308551447277,0,0,0,5
1257,31,133.35621734663437,0,0,0,3
1258,58,110.70108352599692,1,0,1,5
1259,27,58.390362590459645,0,1,1,2
1260,40,68.88818490052401,0,1,1,0
1261,45,53.05818087116315,0,1,1,3
1262,41,166.46559619230766,1,1,2,3
1263,28,180.02306554546072,0,1,1,2
1264,70,258.4329121980311,2,1,2,3
1265,30,152.7367499309115,1,0,1,5
1266,51,146.53240133404643,1,0,1,2
1267,57,136.5649088278579,1,1,2,2
1268,19,111.42951678108615,0,1,1,2
1269,67,259.9260555262555,2,1,2,5
1270,62,94.98495949519855,0,0,0,3
1271,32,89.71309925556027,0,0,0,4
1272,22,65.28899161372084,0,0,0,1
1273,35,93.29307005728032,0,1,1,1
1274,68,74.72996072738886,0,0,0,3
1275,57,164.99415823728546,2,1,2,1
1276,68,165.53087552373856,1,1,2,1
1277,73,177.8157762015276,1,0,1,6
1278,26,114.59475990629086,0,1,1,6
1279,29,122.75763397506218,0,0,0,3
1280,47,201.47889306450338,1,0,1,0
1281,33,293.6963122514218,2,1,2,4
1282,45,80.65488309284214,0,1,1,3
1283,52,134.25170916479811,1,1,2,5
1284,67,79.71534469504722,0,1,1,2
1285,49,106.91457593372736,0,0,0,1
1286,33,47.429270352861366,0,1,1,5
1287,49,223.84615689023573,1,0,1,1
1288,64,175.62954730438324,1,0,1,4
1289,25,110.60327933890308,0,0,0,6
1290,38,86.13178104356071,0,0,0,4
1291,40,122.90107791318744,0,0,0,1
1292,71,237.06561847601674,2,1,2,3
1293,20,58.026919080192954,0,1,1,3
1294,19,189.79286674822526,0,1,1,6
1295,18,70.36448851286286,0,0,0,5
1296,71,144.32255768644967,0,0,0,5
1297,51,86.58986767695826,1,0,1,3
1298,49,75.50263706403291,0,1,1,5
1299,24,68.65278928069345,0,0,0,1
1300,42,56.37080252048988,0,0,0,6
1301,45,154.89839617781524,1,0,1,0
1302,24,32.641350991469295,0,0,0,5
1303,21,74.72275620301878,0,0,0,5
1304,40,62.983722013146505,0,0,0,4
1305,16,136.17022107147636,0,1,1,5
1306,43,249.29661815551154,1,0,1,3
1307,26,125.27981593724661,0,1,1,4
1308,22,109.22511834731911,0,1,1,3
1309,51,64.76786774544668,0,1,1,3
1310,66,253.98954263751466,2,0,1,3
1311,62,102.94426508320859,0,0,0,4
1312,38,71.54296894242536,0,0,0,4
1313,16,29.83057554740939,0,1,1,2
1314,54,181.74101098892402,2,1,2,1
1315,50,103.3198059113409,1,0,1,5
1316,29,223.08369945819737,1,0,1,1
1317,69,177.35856114079525,1,1,2,2
1318,31,137.61516100759624,0,1,1,3
1319,22,47.83546170041051,0,0,0,1
1320,28,47.944522505520034,0,1,1,6
1321,27,42.00036044849652,0,0,0,6
1322,52,277.4792995216011,2,1,2,4
1323,22,110.53450378918137,0,0,0,4
1324,42,85.56891092646777,0,0,0,1
1325,46,55.9833101346369,0,1,1,3
1326,53,144.070316806883,1,1,2,2
1327,25,61.207547548253466,0,0,0,3
1328,62,82.61994161540184,0,1,1,5
1329,60,68.75008113132395,0,1,1,1
1330,52,87.15226998221371,1,0,1,3
1331,33,63.3466326989094,0,1,1,3
1332,53,116.9338672490905,1,0,1,1
1333,31,159.8019107601335,1,1,2,6
1334,26,136.75442148255004,0,1,1,3
1335,29,138.65364530322262,0,0,0,4
1336,30,54.31505356849428,0,1,1,4
1337,58,94.76897347915511,1,0,1,3
1338,29,79.79674086381213,0,0,0,4
1339,31,48.3028945091465,0,0,0,2
1340,53,176.3237630401353,2,0,1,2
1341,24,83.69234679023383,0,0,0,2
1342,36,42.56407463427892,0,0,0,2
1343,25,33.716604037105185,0,0,0,1
1344,31,171.94867692673364,1,0,1,1
1345,73,237.70877631445256,2,1,2,1
1346,64,152.25967402277246,1,0,1,5
1347,23,88.4520885505612,0,1,1,0
1348,45,83.19267552064542,0,1,1,1
1349,56,62.84115679158642,0,0,0,2
1350,68,119.36401733065141,0,0,0,5
1351,71,76.13752391371207,0,0,0,6
1352,34,127.03352757445514,0,0,0,4
1353,71,191.5366995822216,1,1,2,2
1354,50,143.50496611768358,1,1,2,5
1355,71,171.77089880418407,1,0,1,0
1356,66,138.00263420041085,0,0,0,4
1357,27,58.171761125396074,0,1,1,2
1358,32,162.48291708476046,1,0,1,1
1359,19,22.846140775243036,0,1,1,2
1360,36,66.86783987850596,0,0,0,2
1361,18,142.79098422111784,0,0,0,3
1362,55,245.91503261070218,2,1,2,4
1363,59,160.75343187428558,2,0,1,4
1364,72,255.2926868413546,2,1,2,1
1365,66,131.82570782647485,0,1,1,5
1366,45,54.19467715662394,0,0,0,5
1367,74,106.41290928473481,0,1,1,2
1368,35,141.85878540203782,0,0,0,6
1369,54,126.73061066941628,1,1,2,6
1370,44,140.85186027825085,0,0,0,2
1371,19,90.97699068036619,0,0,0,1
1372,40,220.84375403860008,1,0,1,1
1373,25,129.28566242245626,0,1,1,1
1374,17,52.44732949246564,0,0,0,1
1375,55,380.269531355772,2,1,2,5
1376,42,167.5811902776929,1,1,2,4
1377,66,82.50140602810762,0,1,1,5
1378,63,89.02793740692199,0,1,1,1
1379,18,85.89452950367027,0,0,0,1
